Survey Year,Census Region,Census Division,Four Largest States,Type of Home  (Respondent answer),The Final Weight,Cool Deg-Days: Base65 01 TO 12-2005 (Inoculated),Heat Deg-Days: Base65 01 TO 12-2005 (Inoculated),Kilowatt Hours Of Electricity Used,Electric Annual Use In Thousands of BTU,CCFS (Hundred Cubic Feet) Of Natural Gas,Natural Gas Annual Use In Thousands Of BTU,Electric Space Heat Use (Estimated) in Thousands of BTU,Natural Gas Space Heat Use (Estimated) in Thousands of BTU,Electric Water Heat Use (Estimated) in Thousands of BTU,Natural Gas Water Heat Use (Estimated) in Thousands of BTU,Electric Appliance Use (Estimated) in Thousands of BTU,Natural Gas Appliance Use (Estimated) in Thousands of BTU,Electric AC Use (Estimated) in Thousands of BTU,Electric Refrigerator Use (Estimated) in Thousands of BTU,Electric Freezer Use (Estimated) in Thousands of BTU,Electric Cooking or Use (Estimated) in Thousands of BTU,Electric Dishwasher Use (Estimated) in Thousands of BTU,Electric Dryer Use (Estimated) in Thousands of BTU,Electric Light Use (Estimated) in Thousands of BTU 
1993,4,9,2,2,21335,774,953,9516,32469,610,62708,0,33612,0,20499,17935,8597,6306,8228,0,0,403,0,5402
1993,2,3,0,2,19952,753,6493,8009,27327,1000,102800,0,80131,0,18111,18130,4558,6217,2980,2509,0,0,2616,2821
1993,3,5,0,2,5267,2394,2743,4535,15473,810,83268,0,76346,4472,0,7590,6922,0,3411,0,0,340,1659,1994
1993,3,5,4,3,3599,3408,398,7940,27091,0,0,3378,0,6328,0,9855,0,4376,3154,0,922,0,2097,772
1993,2,3,0,3,18522,917,6198,7099,24222,809,83165,0,58904,0,19499,14366,4762,7030,2826,3218,0,902,1807,1797
1993,2,3,0,4,31474,846,6172,3558,12140,811,83379,0,67328,0,16051,5399,0,2822,3919,0,690,0,0,1776
1993,3,7,0,5,11517,1960,3608,1977,6746,396,40662,0,21421,0,19241,1645,0,3418,1683,0,381,0,0,471
1993,2,4,0,2,16381,500,7920,3377,11523,786,80830,0,57771,0,18081,7947,4978,0,3576,0,0,433,0,2417
1993,4,8,0,2,4531,438,6079,4928,16814,209,21485,0,21485,7646,0,7463,0,0,1705,0,803,0,0,2621
1993,3,7,0,2,10873,2491,2055,16072,54838,0,0,14125,0,8544,0,18492,0,8868,4809,4027,0,0,2565,5418
1993,2,3,0,2,17193,1250,5479,13939,47560,0,0,0,0,11652,0,30635,0,2001,3272,4750,2637,578,3543,5294
1993,4,9,0,4,6927,95,6022,7474,25501,0,0,10567,0,6911,0,5842,0,0,2181,0,639,0,0,2789
1993,3,5,4,4,7719,2426,1430,12694,43312,0,0,12624,0,3181,0,13166,0,9325,5016,0,817,538,2626,2121
1993,3,5,0,3,6204,1797,4383,19522,66609,0,0,18676,0,12315,0,22552,0,10089,2977,0,2788,2194,2649,4555
1993,4,9,2,4,69543,721,1023,2445,8342,674,69282,0,33433,0,27574,5671,8275,0,2671,0,0,0,0,2011
1993,4,8,0,1,13722,66,8479,13854,47270,780,80184,1348,80184,15846,0,26164,0,637,3275,3025,1683,0,3039,4984
1993,3,5,0,2,29265,1290,4819,7593,25907,1208,124182,0,80827,0,34586,14185,8769,8317,3405,0,0,1712,2067,3691
1993,4,9,2,2,21335,918,1976,8107,27660,535,55002,0,24755,0,26262,19249,3985,0,8411,0,2385,1679,0,4338
1993,1,2,0,2,49149,1032,5388,8494,28982,0,0,0,0,8723,0,16162,0,1985,2112,0,1121,0,2263,3236
1993,3,6,0,1,12419,1185,4692,6881,23478,0,0,0,0,7036,0,8423,0,4353,3666,0,0,0,0,2750
1993,4,8,0,2,3742,0,10903,26910,91817,0,0,53925,0,12054,0,22403,0,0,3435,3246,2490,2771,2665,3033
1993,3,5,4,1,5009,2537,1460,21414,73065,0,0,14274,0,10037,0,28050,0,17864,2840,4349,3555,0,3378,3371
1993,1,2,1,2,18140,848,5551,8799,30022,0,0,0,0,0,0,23150,0,2214,4658,3573,1048,398,2443,1611
1993,2,3,0,2,19516,537,7390,5812,19831,75,7710,0,0,6205,0,9963,7710,1085,2578,2158,0,0,0,2328
1993,3,7,0,2,18593,1827,3303,9422,32148,855,87894,1105,51512,0,28533,18233,7849,10245,2565,0,0,990,2491,5387
1993,2,4,0,2,16381,498,8113,21361,72884,976,100333,3022,69759,0,23191,54388,7383,7840,7634,0,0,0,0,9738
1993,1,1,0,2,9348,263,7767,3144,10727,0,0,0,0,4195,0,5239,0,0,1293,0,525,0,0,1234
1993,4,8,0,2,12032,430,6104,24020,81956,0,0,27265,0,18241,0,32121,0,0,4329,5564,3187,0,6197,3382
1993,4,9,2,2,21095,1254,805,6429,21936,399,41017,0,23260,0,12011,11040,5746,7113,3783,0,0,373,0,2574
1993,1,2,0,2,12622,1119,5352,6066,20697,0,0,0,0,0,0,19069,0,0,1628,0,685,261,1271,2112
1993,4,8,0,2,11848,1696,3290,16314,55663,823,84604,0,53283,0,24807,33473,6514,17889,4301,6628,1332,2572,7105,3500
1993,2,4,0,2,19690,923,5954,6294,21475,1333,137032,0,113500,0,16059,14830,7473,704,5941,5239,0,0,0,3142
1993,2,4,0,2,14767,295,8363,13608,46430,0,0,0,0,14230,0,26659,0,2945,2596,4347,3150,972,3242,3872
1993,4,8,0,5,8833,3822,963,7439,25381,258,26565,0,9225,0,17340,12160,0,6526,6695,0,1163,542,0,4487
1993,2,3,0,3,6583,960,5941,7320,24976,1212,124594,0,75678,0,36522,14253,12394,6982,3741,0,0,1188,0,4359
1993,2,3,0,2,19952,440,8007,4205,14347,399,41017,0,30324,0,10693,11518,0,0,2829,2740,827,0,1880,1265
1993,1,1,0,2,3283,958,6217,8687,29640,0,0,0,0,0,0,22294,0,2466,4880,1863,1164,934,2349,5719
1993,3,6,0,2,14596,1960,3010,9929,33878,866,89025,0,52562,0,28764,23727,7699,5167,4984,7399,0,0,2748,5209
1993,4,9,2,5,18597,359,1798,6522,22253,738,75828,0,26358,0,37765,17532,11705,0,4721,2313,0,0,2306,2500
1993,1,1,0,2,3962,809,5586,5436,18548,0,0,0,0,0,0,16091,0,0,2457,0,0,772,1942,2462
1993,3,7,0,2,4872,3088,1539,24205,82587,0,0,15860,0,8961,0,31427,0,18631,7708,5099,1088,2571,3105,4221
1993,2,4,0,2,14767,342,9044,10141,34601,0,0,0,0,7635,0,21174,0,881,4911,3636,1934,424,2599,3680
1993,2,3,0,2,26402,406,8175,3233,11031,946,97249,717,82826,0,14423,5659,0,995,3660,0,851,0,1288,1311
1993,1,2,1,5,21891,1183,5053,6139,20946,224,22989,8734,0,0,17979,6138,5010,1768,4306,0,0,0,0,1949
1993,3,5,0,5,11723,1847,4359,8827,30118,0,0,6129,0,6259,0,11412,0,2567,3751,0,657,433,2653,2644
1993,2,4,0,2,16381,448,8170,10426,35574,2216,227805,0,172353,0,44763,26290,10689,2835,6449,2300,0,1835,2939,3524
1993,3,5,0,2,29265,2020,4277,11765,40142,1000,102800,16906,0,0,80833,15176,21967,5680,2380,0,0,1112,3073,2475
1993,4,9,2,2,12217,1551,2286,7405,25266,764,78539,0,37246,0,31602,19634,9691,0,5632,0,0,0,3594,3667
1993,3,5,0,2,5318,1907,4331,21686,73993,0,0,19991,0,10508,0,26423,0,12371,4700,7831,1176,943,2373,4345
1993,3,5,0,2,20031,955,5099,15196,51849,1442,148238,0,108761,0,39477,29482,0,15473,6894,0,1869,1342,3375,7938
1993,4,9,2,2,25347,1727,751,3862,13177,402,41326,0,18648,0,17140,5875,5538,4672,2630,0,0,282,0,1455
1993,3,5,0,2,18212,1848,3484,13305,45397,644,66203,0,66203,13575,0,20961,0,7160,3701,0,1786,0,3608,2175
1993,4,9,2,2,23914,1403,851,2434,8304,234,24086,0,14610,0,9476,6358,0,602,1344,1706,337,0,1083,724
1993,2,3,0,2,43142,407,8168,9601,32759,766,78745,0,53556,0,22811,27521,2378,1698,3540,2994,3220,1916,0,4412
1993,4,9,2,1,13804,144,6996,23480,80114,0,0,32244,0,13262,0,27219,0,2134,5255,0,1486,0,4245,6136
1993,1,2,0,3,35786,1075,5176,2970,10134,915,94062,0,79758,0,10232,6484,4072,0,3650,0,0,0,0,1941
1993,2,4,0,2,4481,1335,5197,10164,34680,1740,178872,1108,140185,0,34659,16223,4028,7677,9672,0,1859,993,0,3221
1993,3,5,4,2,5009,3604,168,19308,65879,0,0,4371,0,5308,0,29410,0,20439,6351,0,818,381,1860,3098
1993,3,5,0,1,4492,1646,3414,11098,37866,0,0,0,0,12364,0,15545,0,7442,2515,0,1620,0,0,2854
1993,3,6,0,2,14722,1652,4413,3587,12241,1452,149312,0,120664,0,23024,10219,5624,0,2022,0,0,901,1805,1946
1993,2,3,0,2,23952,1032,5750,12624,43073,1252,128706,0,103304,0,25402,23051,0,6463,13559,0,1354,3203,3080,6025
1993,3,7,3,3,8508,2507,1790,7847,26774,823,84604,0,40222,0,34017,15974,10365,6633,4167,4754,0,0,0,3998
1993,1,2,0,2,11796,976,5608,14233,48563,0,0,0,0,4542,0,18332,0,2479,23210,5344,997,656,3208,2232
1993,1,2,0,3,25476,1616,4335,7838,26743,713,73296,0,52622,0,14858,13427,5816,1883,11433,0,0,515,0,2993
1993,1,2,0,2,3606,864,5732,10384,35430,1961,201591,0,157977,0,43614,29880,0,0,5550,3926,3078,0,3377,2943
1993,2,4,0,3,8176,1316,5309,10864,37068,1350,138780,1328,114614,0,24166,21006,0,7794,6940,4709,1576,489,2386,4584
1993,1,2,0,2,23918,945,5614,3034,10352,0,0,0,0,4849,0,3527,0,0,1976,0,648,0,0,1346
1993,3,6,0,2,11567,2439,1815,18791,64115,0,0,27013,0,3626,0,16467,0,12425,4584,0,1019,0,3278,3672
1993,1,1,0,2,9348,418,6983,6519,22243,0,0,863,0,0,0,19250,0,0,2130,2235,682,317,1947,2201
1993,2,4,0,2,16277,377,8898,6319,21560,0,0,0,0,4042,0,13803,0,2122,1593,3636,487,321,1565,2494
1993,1,1,0,2,9116,683,5822,4949,16886,0,0,0,0,0,0,14729,0,0,2157,0,1873,411,2516,3608
1993,3,6,0,2,3757,1388,4234,18670,63702,1217,125095,0,96438,0,28491,31435,166,24149,8118,0,1513,705,4321,4635
1993,3,6,0,2,17336,1178,4748,16204,55288,0,0,5565,0,12669,0,22167,0,8619,6268,3866,1245,0,2832,4817
1993,2,4,0,2,12937,559,8228,13541,46202,0,0,0,0,15901,0,22585,0,0,7716,0,2974,0,2528,4077
1993,3,6,0,5,16093,2289,2565,5829,19889,278,28604,0,11081,0,13797,7820,3726,7411,4658,0,0,0,0,4321
1993,3,7,3,4,18781,1395,4058,2930,9997,956,98277,0,65447,0,26101,5742,6729,0,4255,0,0,403,0,1753
1993,4,8,0,2,14582,3306,1301,9730,33199,544,55923,0,32059,0,23864,28170,0,0,5029,0,1230,468,3803,4538
1993,2,3,0,2,4156,1044,5699,8954,30551,1063,109276,0,61847,0,33852,16730,13577,9238,4583,0,0,0,0,2072
1993,3,5,0,5,10203,2166,2893,4439,15146,490,50378,0,18190,0,25383,9290,6805,0,5856,0,0,0,0,2766
1993,1,2,1,2,17925,705,6576,9813,33482,1040,106912,0,83321,0,23591,23307,0,3256,6919,2678,854,0,2438,3763
1993,2,3,0,2,19952,459,7495,8503,29012,1758,180722,0,122589,0,45312,13896,12821,8217,6899,0,0,0,0,2892
1993,2,4,0,5,7761,1129,5666,7700,26272,0,0,7397,0,7590,0,5443,0,2161,3681,0,753,0,0,2065
1993,1,2,1,4,13505,976,5432,2001,6827,65,6682,0,0,0,0,4856,6682,457,1514,0,0,0,0,487
1993,2,3,0,2,26021,544,7349,4051,13822,705,72474,0,51292,0,16549,9464,4633,0,4358,0,0,516,0,2879
1993,1,1,0,5,11328,271,7675,5792,19762,0,0,9388,0,4276,0,3968,0,0,2130,0,536,0,0,1168
1993,3,5,4,2,19627,3136,461,11791,40231,0,0,7354,0,4525,0,14914,0,6713,6725,0,1079,0,2454,3569
1993,2,3,0,1,4711,939,6417,5150,17572,991,101875,0,84553,0,12702,8583,4620,6817,2172,0,0,0,0,3855
1993,1,1,0,5,7096,698,6328,5090,17368,328,33701,8241,0,0,33701,6149,0,0,2978,0,1926,0,0,1070
1993,2,4,0,2,8091,1154,5590,4648,15859,1565,160882,0,114315,0,46567,13525,0,0,2334,0,1465,0,0,5101
1993,3,5,0,5,10203,2247,2840,2986,10189,784,80600,0,35984,0,34881,5411,9735,0,4778,0,0,0,0,1425
1993,1,1,0,2,3283,602,5975,5792,19762,0,0,0,0,0,0,13775,0,2137,3850,2246,1226,0,1647,2363
1993,2,3,0,1,18574,732,6573,14794,50477,0,0,1468,0,0,0,26277,0,10375,12357,8412,0,0,0,4663
1993,1,1,0,2,9116,675,5837,4145,14143,0,0,0,0,0,0,12423,0,0,1720,0,1493,0,2006,2330
1993,2,4,0,2,15536,1208,5421,19246,65667,0,0,27128,0,8931,0,16847,0,7434,5327,0,2042,448,2744,4480
1993,3,5,4,4,24356,2368,1461,11784,40207,0,0,7250,0,6323,0,18085,0,3661,4888,0,898,418,2563,3274
1993,3,7,3,2,17814,2169,3348,12375,42223,708,72782,0,38438,0,26378,22673,7966,14379,5171,0,0,0,3655,3375
1993,4,8,0,2,13292,420,6434,6555,22365,1125,115639,0,90695,0,24944,18731,0,0,3634,0,1151,0,2618,6449
1993,2,3,0,2,4989,443,7714,14305,48809,783,80492,0,80492,17568,0,24653,0,4033,2555,2380,1295,930,5350,4030
1993,3,6,0,1,15554,2090,3111,21167,72222,0,0,0,0,18444,0,29508,0,18300,5970,3930,0,0,5093,2398
1993,4,9,2,3,7503,841,2324,6076,20731,500,51400,7847,0,0,51400,9534,0,1769,1581,0,1037,321,1971,1624
1993,1,1,0,2,3711,634,6707,7721,26344,0,0,0,0,0,0,19897,0,0,6447,0,1186,553,2697,5370
1993,1,1,0,3,11187,334,8128,7028,23980,0,0,0,0,0,0,18545,0,0,5435,0,1789,481,2350,2544
1993,2,4,0,3,8176,1332,5218,8514,29050,650,66820,1231,47603,0,19217,10290,0,7369,10160,0,687,452,2210,1665
1993,3,5,0,5,11723,1976,4298,7410,25283,0,0,5240,0,3912,0,7605,0,5338,3188,0,558,368,1797,1213
1993,4,8,0,5,4628,0,11394,7908,26984,413,42505,0,0,0,42505,22699,0,0,4285,0,2592,0,0,7736
1993,3,5,0,1,20640,1636,3360,9707,33120,0,0,1242,0,5589,0,14147,0,8264,3878,3248,0,457,0,3599
1993,1,2,1,4,20211,638,6824,2699,9209,759,78025,0,49739,0,22574,7087,5712,0,2122,0,0,1378,0,1404
1993,3,6,0,5,15103,1501,4499,6683,22804,0,0,6270,0,3855,0,4183,0,4706,3790,0,548,0,0,1579
1993,3,7,3,5,15718,2766,2553,5668,19339,203,20912,4708,0,0,20912,4534,0,5860,4237,0,583,384,0,691
1993,2,3,0,2,20532,1113,5928,32238,109996,0,0,34670,0,21547,0,33178,0,14560,6041,0,1900,0,5088,4143
1993,3,5,0,2,6091,1870,3198,10211,34840,918,94370,0,68695,0,25675,18211,0,0,16629,0,1906,887,0,5229
1993,4,9,2,2,20523,1622,2175,6385,21786,392,40298,0,25115,0,15183,14389,0,3553,3844,3579,790,368,1797,1672
1993,3,6,0,2,13012,1666,3880,27843,95000,0,0,31326,0,11331,0,29604,0,15091,7648,2565,1020,2414,2915,3420
1993,1,1,0,2,10037,323,7934,21071,71894,0,0,39966,0,6038,0,19640,0,1314,4936,0,2571,564,2753,2779
1993,3,5,0,4,15654,759,4744,22306,76108,0,0,46500,0,7492,0,18769,0,0,3347,6495,1050,0,3380,1378
1993,3,5,4,2,5994,2146,1464,17480,59642,398,40914,1937,23360,0,13488,29301,4066,23493,4911,5308,0,713,4369,3333
1993,3,7,0,1,5371,2659,1589,22277,76009,0,0,17016,0,6118,0,16517,0,28058,8300,0,1064,700,3421,3787
1993,2,4,0,2,4341,593,6785,34043,116155,1439,147929,4657,97513,0,36506,62000,13910,28193,21305,0,0,4177,0,7101
1993,3,5,0,4,21589,1608,3416,14618,49877,0,0,14372,0,11592,0,17765,0,1907,4241,2898,3480,0,0,1331
1993,4,9,0,2,19091,172,5043,8726,29773,1179,121201,0,71417,0,36415,25559,13369,0,4214,0,0,2116,0,9168
1993,3,7,3,2,9079,2540,2196,20288,69223,356,36597,1221,30369,12502,0,28362,6228,15005,12133,3528,0,2279,3651,6587
1993,2,3,0,4,23420,570,7120,4231,14437,1125,115639,0,82793,0,26220,7519,6626,2691,4227,0,0,383,0,3821
1993,2,3,0,4,25815,637,6468,3036,10358,896,92071,0,66892,0,19703,6025,5476,0,4333,0,0,0,0,1834
1993,3,5,0,2,16284,1826,3489,15625,53312,0,0,0,0,15957,0,26319,0,7408,3628,0,1599,527,4281,6714
1993,4,8,0,2,3497,1250,3278,12208,41654,0,0,0,0,0,0,28615,0,8835,4204,5982,846,1999,2415,3676
1993,4,8,0,5,4628,0,11220,4431,15119,629,64668,0,0,0,64668,12760,0,0,2359,2476,1235,0,0,4315
1993,2,3,0,2,23952,1047,5689,9751,33270,756,77717,0,49820,0,27897,19682,0,8061,5527,0,2126,1673,2679,3628
1993,1,1,0,5,12313,800,5817,10691,36478,0,0,14184,0,5690,0,10425,0,2564,3615,0,754,497,2426,1280
1993,1,2,0,2,10478,945,5982,14809,50528,0,0,0,0,13704,0,33077,0,0,3747,1570,2339,0,5085,2010
1993,3,6,0,2,10494,2306,1908,39724,135538,0,0,27254,0,22830,0,57664,0,22652,5138,7347,5944,3820,6118,8762
1993,4,9,0,5,32608,105,4831,5664,19326,0,0,5235,0,5466,0,6588,0,0,2037,0,768,506,0,2734
1993,4,9,2,2,21335,621,1158,10587,36123,591,60755,0,25289,0,23987,26176,11479,4936,5011,0,0,544,0,4496
1993,3,5,0,2,12271,1156,4405,21400,73017,0,0,26656,0,10108,0,17160,0,10880,8213,0,1152,537,2620,5280
1993,3,6,0,2,13039,1488,4152,19054,65012,0,0,21820,0,6737,0,21408,0,6153,8894,4468,985,0,2813,4339
1993,3,5,0,2,6091,2185,3106,12659,43193,800,82240,0,82240,6963,0,16545,0,14701,4984,0,852,967,2432,4555
1993,3,6,0,2,16286,1526,3605,21271,72577,0,0,28378,0,9215,0,18646,0,11626,4712,3945,2523,451,2205,1354
1993,4,9,0,1,4503,75,5149,25121,85713,0,0,32148,0,16165,0,34361,0,0,3039,3856,3289,3660,4419,5203
1993,3,7,3,2,19645,2816,2509,13253,45219,892,91698,0,57385,0,26554,24548,7759,15750,4921,0,0,1710,3424,2909
1993,3,6,0,2,15554,2262,3055,19448,66357,0,0,1791,0,19576,0,34626,0,4567,5797,5399,4252,0,5358,5618
1993,2,3,0,2,7065,716,6440,36788,125521,0,0,47350,0,13984,0,42245,0,13922,8020,4658,1275,1447,2901,15555
1993,3,7,3,4,18270,2845,1404,9829,33537,0,0,5828,0,7308,0,11299,0,4149,4953,0,1238,0,1991,1448
1993,3,5,4,5,21079,3397,404,5607,19131,0,0,2558,0,3118,0,4205,0,5298,3952,0,478,315,0,1007
1993,2,3,0,2,19637,724,6719,5197,17732,1666,171307,0,148053,0,17713,11497,5541,0,6235,0,0,0,2041,4673
1993,2,3,0,2,19952,1172,5857,5865,20011,2003,205908,0,164490,0,33363,13678,8055,1267,5066,0,0,0,2365,2751
1993,3,5,0,2,16327,1952,2482,18466,63006,638,65586,2732,65586,5750,0,31065,0,12068,11391,0,1525,1004,4906,9406
1993,3,7,3,2,19645,2394,2879,15964,54469,840,86352,0,58957,0,20359,16987,7036,21809,15673,0,0,0,0,5843
1993,2,3,0,2,19637,699,6946,12828,43769,1807,185760,0,128914,0,41307,27402,15539,11287,5080,4370,0,0,0,7551
1993,4,9,2,2,21095,1375,732,7334,25025,563,57834,1461,27208,0,21320,20483,9306,0,3081,0,0,2728,0,3981
1993,2,3,0,5,25401,904,6010,3822,13041,1048,107738,0,49259,0,46385,11378,12094,0,1663,0,0,0,0,3480
1993,1,2,1,3,5683,872,5927,3776,12884,582,59830,0,34984,0,24846,10598,0,827,1459,1255,467,178,2494,430
1993,1,1,0,1,9116,414,8197,6825,23287,0,0,0,0,5897,0,14727,0,0,2663,0,1785,954,2400,2968
1993,2,3,0,5,5492,365,8287,2803,9564,1080,111024,0,68792,0,42232,5974,0,506,3084,0,779,363,0,905
1993,4,8,0,4,10128,487,6096,15366,52429,0,0,26417,0,9251,0,13821,0,0,2940,0,981,457,0,3280
1993,1,2,1,5,19995,820,6110,4544,15505,308,31705,0,19622,0,12083,9040,0,2306,4159,0,684,451,2198,884
1993,2,4,0,2,4617,1105,5624,29246,99787,0,0,29524,0,24612,0,35622,0,6165,3864,2997,2281,0,5462,6345
1993,3,5,0,1,3874,1662,3307,17249,58854,0,0,14078,0,11864,0,20132,0,9949,2831,0,2540,0,3697,5188
1993,2,3,0,2,28682,717,6714,4530,15456,1833,188432,1030,157928,0,24641,10182,5863,2209,2035,0,0,379,1851,2793
1993,4,9,0,2,21516,295,4345,19172,65416,0,0,0,0,17837,0,35581,0,0,11998,12428,3764,0,4029,4200
1993,4,9,0,2,31624,275,6673,8678,29610,0,0,19080,0,0,0,6586,0,0,3944,0,3023,0,0,1141
1993,2,3,0,3,20864,813,6637,7585,25880,635,65278,0,49642,0,12490,17106,3146,5788,2986,0,862,979,1961,2262
1993,2,3,0,2,16964,878,6290,8920,30435,0,0,1314,0,5638,0,13569,0,6344,3570,3337,734,0,2361,1245
1993,3,6,0,2,13226,1498,3958,13511,46100,0,0,23789,0,3220,0,9707,0,4778,4606,0,775,0,2494,1892
1993,3,5,0,2,20679,2465,2478,14192,48423,611,62848,0,42848,0,19388,29803,612,11434,7186,4199,2599,0,0,7169
1993,2,3,0,1,27153,704,6575,10078,34386,500,51400,0,51400,6010,0,14605,0,10202,3569,0,782,0,2517,3465
1993,2,3,0,2,17964,819,6628,11376,38815,0,0,3477,0,0,0,27236,0,3205,4897,4512,1100,883,2946,4287
1993,3,5,0,1,4123,1699,3612,14352,48969,0,0,0,0,0,0,30355,0,13783,4831,0,3664,0,9196,4185
1993,1,2,0,2,16944,816,6234,18484,63067,0,0,30313,0,10757,0,17301,0,0,4696,0,988,0,2823,2256
1993,4,9,2,5,7072,1098,3045,4108,14016,0,0,3817,0,0,0,5348,0,2169,2682,0,0,839,0,1687
1993,4,9,2,2,8993,1170,1311,6689,22823,396,40709,0,0,0,31103,12542,9606,0,10281,0,0,0,0,2884
1993,3,5,0,5,21405,2333,3063,7362,25118,0,0,6155,0,4714,0,7077,0,4384,2788,0,1537,0,0,1932
1993,3,7,0,2,19310,2803,1957,12861,43882,284,29195,1119,29195,2295,0,20101,0,13077,7290,4398,625,1003,2010,5641
1993,3,5,0,1,4492,1681,3344,9945,33932,0,0,1082,0,7097,0,12268,0,11003,2482,0,1814,0,2439,1532
1993,1,1,0,4,9018,321,8729,5228,17839,0,0,1027,0,4669,0,5666,0,3254,3223,0,574,0,0,2658
1993,4,9,2,2,8993,1140,1339,6546,22335,468,48110,1122,24036,0,18590,14437,5484,0,6776,3883,0,0,0,4459
1993,3,5,4,2,27173,3447,170,36272,123760,0,0,8598,0,15689,0,49077,0,44114,6282,0,5002,775,6304,8776
1993,4,9,2,5,6732,1447,2448,9734,33214,0,0,5647,0,10225,0,11565,0,2401,3376,0,2922,0,0,1920
1993,1,1,0,2,13274,939,5556,7695,26255,787,80904,0,63126,0,13757,9342,4021,5877,11036,0,0,502,0,4608
1993,1,2,0,2,21099,1194,4895,22758,77650,0,0,26967,0,10718,0,23828,0,11312,4825,5197,2538,556,2717,2516
1993,1,1,0,5,12664,782,6312,453,1546,40,4077,0,0,0,0,1135,4077,0,411,0,0,0,0,726
1993,3,7,0,2,18632,2755,1578,11764,40139,820,84296,0,56597,0,19706,15954,7993,11331,12854,6075,0,0,0,3511
1993,4,9,2,2,20523,1541,2301,6478,22103,797,81932,0,43056,0,16307,13546,0,3524,5033,2147,1482,0,0,2822
1993,4,9,2,2,25347,1471,2988,14283,48734,494,50783,0,31128,0,19655,35150,0,8395,5189,8285,1302,2176,6011,3077
1993,1,2,0,2,15781,837,5907,10822,36925,0,0,1064,0,0,0,29453,0,4284,2124,2295,1030,1987,3183,3565
1993,3,5,0,3,14110,1944,2675,12098,41278,0,0,12769,0,4842,0,11342,0,9293,3032,0,767,1233,2470,2141
1993,3,5,0,2,19943,2380,2753,11923,40681,928,95398,0,67496,0,27902,19459,0,16221,5001,4363,1062,984,1972,3553
1993,1,1,0,3,4244,1068,6077,10858,37047,0,0,16184,0,7509,0,8229,0,2539,2586,0,817,311,1517,1432
1993,4,9,2,2,22411,869,2540,6438,21966,358,36754,847,0,0,28579,16007,8175,1918,3194,0,0,1581,4367,3062
1993,1,1,0,5,4503,720,6325,6402,21842,1020,104899,0,54754,0,39843,18189,10302,1961,1692,0,0,0,3594,2357
1993,1,2,0,5,10125,1028,5405,9835,33557,0,0,7885,0,9170,0,8640,0,4228,3634,0,1000,1136,0,1913
1993,3,6,0,2,3487,2474,1665,11281,38491,358,36802,0,18030,0,14340,20722,4432,11815,5954,0,1188,451,2206,3228
1993,4,9,2,2,6142,1372,1483,9881,33714,0,0,1350,0,0,0,20965,0,0,11399,0,1507,1210,0,5341
1993,1,1,0,4,6323,910,5591,2184,7452,2117,217628,0,154397,0,49187,4812,14044,0,2640,0,0,0,0,1282
1993,1,2,1,4,20211,665,6769,4541,15494,1579,162321,0,105601,0,46192,12480,10528,0,3014,2240,0,0,2043,1004
1993,4,9,2,5,6732,1332,2627,9464,32292,0,0,5134,0,8827,0,10207,0,5209,2915,0,2523,0,0,1281
1993,4,9,2,2,20523,596,2611,3142,10721,262,26934,605,14013,0,12921,8626,0,0,1490,1254,1435,0,1086,844
1993,1,2,1,2,9008,677,6872,10760,36713,0,0,0,0,0,0,27370,0,4096,5247,2919,1011,0,2357,5462
1993,3,7,3,2,4668,2449,2995,37493,127926,0,0,33679,0,19167,0,43513,0,24037,7530,3955,1839,3075,3714,8833
1993,2,4,0,2,4467,1171,5535,12195,41609,0,0,15703,0,0,0,17954,0,4169,3783,1891,1168,256,1250,2326
1993,3,5,0,5,11973,960,5072,9821,33509,0,0,14089,0,3912,0,6646,0,3870,4992,0,1849,0,0,1487
1993,3,5,0,5,10635,1427,4560,14055,47956,0,0,7764,0,11186,0,16097,0,8627,4282,0,1200,1111,3709,1597
1993,2,3,0,4,12605,714,6809,2292,7822,946,97291,0,66976,0,24491,5003,5824,555,2264,0,0,0,0,1648
1993,4,8,0,2,22376,366,7337,10934,37307,1410,144948,0,99716,0,45232,33108,0,0,4199,4592,1758,2939,3549,5830
1993,3,5,0,5,22015,2150,3116,13407,45745,0,0,10151,0,7847,0,12149,0,7784,7814,0,2243,1694,0,2516
1993,3,5,4,2,5371,3415,536,12914,44063,0,0,5244,0,6079,0,18815,0,11438,2487,3808,2076,455,2222,3829
1993,4,9,2,4,22582,238,2372,3127,10669,1029,105781,0,81322,0,17938,6884,6521,0,3785,0,0,0,0,3240
1993,3,7,3,2,19645,2628,2528,24180,82502,1260,129528,0,68072,0,21182,42932,40274,30536,9034,0,2669,585,2857,5660
1993,3,5,0,2,5318,1641,3049,7563,25805,1056,108557,0,71731,0,28193,13545,8633,9593,2667,0,0,423,0,3036
1993,3,6,0,2,13012,1638,3980,20500,69946,0,0,23318,0,10269,0,25217,0,7672,3470,2682,807,1907,2304,3231
1993,3,7,0,1,4872,2962,1554,22576,77029,0,0,12947,0,11523,0,23686,0,25042,3831,4142,3086,0,2697,5400
1993,3,6,0,2,11667,1136,5070,24324,82993,0,0,26236,0,11492,0,26760,0,12518,5987,5438,1288,600,3678,1718
1993,2,3,0,5,23987,730,6658,1850,6312,387,39772,0,23494,0,13151,4580,3127,0,1732,0,0,0,0,2191
1993,4,9,2,2,6142,261,5174,7645,26085,1585,162938,0,109412,0,42928,23211,10598,0,2874,0,0,1087,2736,3105
