Unique identifier for each respondent,Census Region,Census Division,Reportable states and groups of states,Type of housing unit,Final sample weight,"Heating degree days in 2009, base temperature 65F","Cooling degree days in 2009, base temperature 65F","Total Site Electricity usage, in kilowatt-hours, 2009","Total Site Electricity usage, in thousand BTU, 2009","Total Natural Gas usage, in hundred cubic feet, 2009","Total Natural Gas usage, in thousand BTU, 2009","Electricity usage for other purposes (all end-uses except SPH, COL, WTH, and RFG), in thousand BTU, 2009","Electricity usage for refrigerators, in thousand BTU, 2009","Electricity usage for air-conditioning, central and window/wall (room), in thousand BTU, 2009","Electricity usage for water heating, in thousand BTU, 2009","Electricity usage for space heating, in thousand BTU, 2009","Natural Gas usage for other purposes (all end-uses except SPH and WTH), in thousand BTU, 2009","Natural Gas usage for water heating, in thousand BTU, 2009","Natural Gas usage for space heating, in thousand BTU, 2009"
178,2,4,12,4,3487.09,5122,1033,16164,55152,0,0,26242.36,4007.5,1688.05,9969.73,13244.37,0,0,0
179,2,4,12,2,3286.37,4183,1532,7060,24089,844,86510,13570.69,2686.05,6421.3,0,1410.96,7791.57,18799.97,59918.45
180,1,1,2,2,4197.34,6498,547,10156,34652,929,95223,31455.5,3196.5,0,0,0,25530.5,22122.66,47569.83
181,4,8,22,2,5128.66,5705,506,5780,19721,851,87228,16455.41,2943.78,321.81,0,0,0,12605.78,74622.23
182,2,3,7,2,14615.7,6278,464,10805,36867,946,96965,30963.67,5903.33,0,0,0,0,25699.55,71265.45
183,3,5,16,2,12002.86,4254,1037,10013,34164,0,0,18341.02,2469.32,4247.93,0,9105.73,0,0,0
184,3,5,14,2,44993.57,6576,146,11162,38085,0,0,22752.73,4621.01,338.66,10372.6,0,0,0,0
185,1,1,1,2,6814.27,5589,674,12528,42746,0,0,26653.33,7263.69,0,8828.98,0,0,0,0
186,2,3,6,2,22684.31,6267,627,4750,16207,1273,130483,13505.2,1533.2,1168.31,0,0,11696.89,18995.23,99790.88
187,4,8,23,2,11330.03,7442,307,5203,17753,576,59040,14869.58,2883.42,0,0,0,0,18479.73,40560.27
188,4,10,26,2,7169.31,1228,1857,18944,64637,901,92353,43332.41,5135.57,16169.03,0,0,26472.08,31334.2,34546.73
189,3,7,21,2,7489.17,529,4764,30143,102848,0,0,35454.52,9043.19,42110.32,11233.07,5006.91,0,0,0
190,4,10,26,5,8506.67,1015,1129,1719,5865,0,0,1739.35,631.43,223.97,1703.23,1567.02,0,0,0
191,2,3,7,2,14615.7,6690,473,2163,7380,1452,148830,6662.28,717.72,0,0,0,7755.89,32193.19,108880.92
192,3,7,21,5,8133.28,2093,2756,9381,32008,0,0,8120.89,4507.05,3841.77,8337.09,7201.2,0,0,0
193,4,9,24,2,10576.38,1073,4290,13127,44789,158,16195,21609.07,4508.73,18671.21,0,0,1586.35,8401.31,6207.34
194,3,5,16,2,14918.45,2755,1952,20510,69980,0,0,37423,2963.46,9263.22,11353.49,8976.83,0,0,0
195,4,10,26,3,5744.19,2302,1512,6994,23864,301,30853,17108.16,4780.03,1975.81,0,0,5485.35,6785.4,18582.25
196,2,4,11,3,3975.02,6295,882,5433,18537,625,64063,13784.66,1652.5,2047.21,0,1052.63,0,18408.03,45654.97
197,3,5,14,5,17116.73,4110,1683,4601,15699,601,61603,8217.55,4647.76,2833.69,0,0,0,10005.76,51597.25
198,1,2,5,3,12606.01,6674,315,8572,29248,0,0,26130.5,2635.27,482.23,0,0,0,0,0
199,3,7,21,2,10631.82,2332,2392,11196,38201,331,33928,22934.61,3765.15,11501.23,0,0,437.17,13598.7,19892.14
200,1,2,3,4,11336.66,4774,998,1959,6684,1604,164410,4847.16,1836.84,0,0,0,6663.96,45524.48,112221.57
201,3,6,18,2,10096.33,3944,1378,11100,37873,1049,107523,14161.79,1875.24,14693.04,0,7142.93,0,107523,0
202,4,8,22,2,4875.64,6499,374,8075,27552,1276,130790,20224.83,5530.75,1796.42,0,0,0,33544.2,97245.8
203,3,6,19,2,8572.17,3541,1818,21857,74576,0,0,37075.31,6472.96,5822.42,8809.16,16396.15,0,0,0
204,4,8,22,5,8854.25,6064,436,3319,11324,423,43358,7298.89,2938.43,1086.67,0,0,0,12620.36,30737.64
205,3,7,21,5,9129.75,1068,3648,6398,21830,0,0,6454.4,2252.52,7228.07,2797.77,3097.24,0,0,0
206,1,1,1,2,5862.86,5847,545,7345,25061,0,0,19126.18,4349.62,0,0,1585.2,0,0,0
207,4,9,24,2,7074.05,3073,2286,13648,46567,239,24498,22621.15,5632.31,18313.55,0,0,3416.62,11757.19,9324.19
208,3,5,17,2,6612.77,624,3551,11963,40818,0,0,20064.88,1580.12,15064.23,2879.96,1228.82,0,0,0
209,4,8,23,2,11330.02,7550,285,6253,21335,910,93275,14904.85,4693.77,0,0,1736.38,0,23074.75,70200.25
210,1,2,3,5,10438.12,6534,371,2818,9615,0,0,2751.86,1740.17,106.67,0,5016.31,0,0,0
211,1,2,4,2,14076.75,5203,831,20742,70772,435,44588,47979.66,13767.8,9024.54,0,0,15314.67,29273.33,0
212,1,2,3,4,8401.69,4730,1013,3255,11106,2172,222630,5831.59,4203.65,1070.75,0,0,0,89823.98,132806.02
213,4,8,22,2,5403.16,6540,185,17506,59730,360,36900,39810.16,4494.97,0,10242.68,5182.19,0,8610.94,28289.06
214,2,4,10,2,4232.49,7787,497,17821,60805,749,76773,42427.75,15026.75,3350.5,0,0,0,22609.61,54163.39
215,4,10,26,3,5666.76,2368,580,5606,19128,205,21013,12096.82,1743.5,0,0,5287.68,0,21013,0
216,1,1,2,2,3973.25,7255,325,11823,40340,1116,114390,35747.47,3935.46,657.07,0,0,0,29633.78,84756.22
217,3,5,17,2,7530.25,65,4838,14770,50395,0,0,15852.26,5511.8,20610.85,6796.06,1624.03,0,0,0
218,4,10,26,5,8500.6,2627,650,1977,6746,217,22243,3924.58,1335.87,0,0,1485.55,0,6550.44,15692.56
219,3,5,17,2,5991.05,487,3909,13008,44383,0,0,16017.41,2223.55,17477.02,6067.86,2597.17,0,0,0
220,4,10,26,5,9510.02,2670,1729,6742,23004,25,2563,5922.73,2119.11,1100.77,6504.88,7356.46,2563,0,0
221,2,4,12,3,2603.35,4868,1042,15502,52893,615,63038,41492.14,8804.78,2596.08,0,0,0,21294.41,41743.6
222,2,3,9,2,8639.69,8128,253,13974,47680,1636,167690,41026.18,3282,1002.21,0,2369.32,21625.85,32016.85,114047.31
223,4,10,26,2,7264.47,1285,1193,4787,16333,242,24805,10148.86,6184.14,0,0,0,4970.05,8808.31,11026.64
224,3,5,16,2,18117.11,3347,1618,18577,63385,0,0,23077.89,10654.34,0,10429.43,19223.35,0,0,0
225,3,7,21,2,6905.04,2311,2489,27406,93509,0,0,41923.01,4582.74,20416.3,15825.94,10761.02,0,0,0
226,2,4,10,2,4751.97,7060,409,10317,35202,1298,133045,28332.62,4493.22,2375.87,0,0,0,34544.23,98500.77
227,4,10,26,5,8787.33,2487,506,4950,16890,0,0,7144.16,1634.93,0,0,8110.62,0,0,0
228,1,2,5,1,18595.22,5055,853,14137,48235,0,0,14365.32,4210.11,3470.73,8117.17,18071.67,0,0,0
229,1,2,3,3,5746.67,4678,1051,12734,43448,1160,118900,38122.9,4419.32,905.78,0,0,27429.36,35044.05,56426.58
230,4,10,26,2,6589.14,1142,1941,11426,38986,627,64268,24910.89,4060.6,3797.88,0,6216.63,29014.12,35253.88,0
231,4,8,22,4,14709.45,6336,336,10611,36205,0,0,16358.65,2316.2,0,7929.47,9600.68,0,0,0
232,3,7,21,2,7274.58,1372,3646,18038,61546,598,61295,24855.85,4423.27,24157.35,0,8109.53,23357.89,37937.11,0
233,4,10,26,2,7305.36,1143,1939,9199,31387,512,52480,17192.69,5593.21,8601.11,0,0,17432.25,18380.53,16667.22
234,1,2,3,4,12002.03,4519,1081,4045,13802,35,3588,9552.61,1897.19,0,0,2352.21,3588,0,0
235,2,4,10,2,5481.64,7630,633,2501,8533,642,65805,5983.93,1662.69,886.39,0,0,3541.59,13075.17,49188.24
236,4,10,26,2,7131.08,3704,1017,12694,43312,0,0,20656.98,4084.11,6277.95,12292.96,0,0,0,0
237,3,5,16,2,14918.45,2329,2260,23075,78732,0,0,36980.8,5841.18,14567.27,13855.79,7486.97,0,0,0
238,1,2,3,2,7742.86,5011,974,13744,46894,0,0,36050.7,3409.61,7433.74,0,0,0,0,0
239,3,5,15,2,21433.44,3139,1758,21156,72184,0,0,31907.48,8386.82,5082.9,10364.96,16441.84,0,0,0
240,3,5,17,1,7924.05,736,3463,12322,42043,0,0,16647.14,2157.26,14366.59,5291.6,3580.41,0,0,0
241,4,9,24,2,9539.46,1009,4607,28063,95751,0,0,32848.98,6237.2,42415.45,8695.94,5553.44,0,0,0
242,2,4,12,2,3512.47,5069,1090,10333,35256,750,76875,23573.94,4539.05,7143.01,0,0,0,20033.19,56841.81
243,1,1,2,2,4197.34,6444,421,15635,53347,1081,110803,45304.07,6418.35,1624.58,0,0,0,30246.14,80556.87
244,2,4,12,2,2742.57,5081,1087,13820,47154,858,87945,18003.67,4883.78,4037.23,8421.24,11808.08,0,0,87945
245,3,5,17,2,8050.41,468,3769,10081,34396,0,0,12011.42,2590.85,13894.46,3326.3,2572.98,0,0,0
246,3,7,21,1,10435.16,2518,2424,10134,34577,0,0,13337.34,3020.03,5354.26,7025.08,5840.29,0,0,0
247,1,1,2,5,4162.76,7000,338,3970,13546,562,57605,9430.81,3292.42,822.77,0,0,5214.48,12323.48,40067.04
248,2,3,9,5,14934.32,8430,269,6867,23430,0,0,5517.13,2370.88,0,5205.44,10336.55,0,0,0
249,2,3,6,2,16137.47,6669,533,7549,25757,1191,122078,16584.56,6263.04,2909.4,0,0,12654.43,20567.9,88855.67
250,2,4,10,2,4193.99,7379,681,5614,19155,715,73288,15086.69,1903.93,2164.38,0,0,7844.5,17256.34,48187.16
251,2,4,12,2,2935.68,4656,1369,14664,50034,893,91533,37886.82,2112.8,8262.15,0,1772.24,7871.19,27971.55,55690.26
252,2,3,7,2,18522.27,6024,674,9899,33775,555,56888,18071.06,5665.43,6522.25,0,3516.26,1742.82,8799.23,46345.95
253,1,2,5,3,11849.23,4390,1288,11437,39023,1210,124025,28503.07,4799.55,3179.38,0,2540.99,15956.27,25934.56,82134.17
254,1,2,3,2,11231.56,5334,610,2133,7278,168,17220,5562.07,1715.93,0,0,0,17220,0,0
255,4,10,26,4,6277.22,2384,405,2223,7585,205,21013,3994.24,1815.07,55.86,0,1719.83,7243.18,13769.82,0
256,3,7,21,2,8955.85,1403,2834,14225,48536,0,0,18652.68,5240.11,11917.32,5049.39,7676.5,0,0,0
257,4,10,26,5,7326.18,1347,1317,2831,9659,71,7278,4946.6,1436.24,869.64,0,2406.52,3516.68,3761.33,0
258,1,2,3,2,10878.44,5920,671,5635,19227,0,0,13337.06,5889.94,0,0,0,0,0,0
259,2,4,11,2,4702.48,4824,1300,7452,25426,575,58938,20009.05,3013.38,2403.57,0,0,0,15519.68,43418.32
260,4,8,22,3,3715.51,6755,265,9083,30991,741,75953,21339.24,8574.21,1077.55,0,0,0,19594.2,56358.8
261,1,2,3,5,10207.48,6826,385,2579,8800,697,71443,6174.07,2319.23,306.7,0,0,0,12120.95,59322.05
262,3,7,21,2,8218.57,1290,3227,31634,107935,479,49098,64737.4,11827.07,30159.4,0,1211.13,0,26046.91,23051.09
263,4,10,26,5,8122.52,1387,1277,4225,14416,89,9123,9105,2630.48,2680.52,0,0,2024.97,2406.49,4691.54
264,1,1,1,2,6120.16,5552,684,10400,35485,1025,105063,33500.92,1984.08,0,0,0,0,29116.39,75946.61
265,1,1,2,5,5897.76,6858,346,5049,17227,61,6253,3052.33,2679.64,433.04,0,11061.98,0,6253,0
266,3,5,17,3,4877.13,678,3585,18471,63023,0,0,26778.93,5241.23,17311.46,8474.32,5217.06,0,0,0
267,4,9,25,2,14822.51,4362,1387,4261,14539,401,41103,8843.47,4813.43,0,0,882.11,4316.09,9930.66,26856.25
268,1,2,3,5,6741.19,4751,879,5820,19858,194,19885,8971.32,2813.86,399.41,0,7673.41,19885,0,0
269,1,2,3,5,10062.81,4734,884,6381,21772,586,60065,11324.98,4479.28,5967.75,0,0,5426.02,17230.91,37408.07
270,3,7,21,5,9345.73,1220,4049,8274,28231,0,0,6611.57,2967.34,8542.77,4936.36,5172.96,0,0,0
271,3,7,21,2,10669.31,1291,3398,7683,26214,385,39463,8790.11,2171.91,15251.98,0,0,5813.23,13235.64,20414.13
272,2,4,10,2,4132.53,7885,504,12067,41173,1377,141143,30577.39,3546,5001.34,0,2048.27,18587.87,30939.54,91615.6
273,3,5,14,1,21237.82,4983,865,13733,46857,761,78003,23542.42,7200.2,1500.74,14613.63,0,0,0,78003
274,3,5,17,2,6297.04,1009,2647,14273,48699,0,0,18862.89,2670.72,14025.29,6624.85,6515.25,0,0,0
275,4,10,26,5,9918.94,1738,1449,4971,16961,254,26035,7347.2,758.29,2331.17,3909.63,2614.72,0,0,26035
276,4,10,26,3,6765.29,2595,226,3496,11928,407,41718,10021.29,1906.71,0,0,0,0,17474.82,24243.18
277,1,1,1,2,5629.1,6975,325,10021,34192,0,0,30665.38,3041.77,484.85,0,0,0,0,0
278,4,9,24,2,10166.72,1028,4226,24859,84819,225,23063,53402.68,6704.35,24711.97,0,0,6148.41,7860.94,9053.66
279,2,3,8,1,18915.3,7006,299,7857,26808,1103,113058,23326.01,2911.3,570.69,0,0,21513.16,25558.24,65986.6
280,4,10,26,2,10649.18,1504,866,1877,6404,333,34133,3939.37,1873.87,0,0,590.76,1895.8,9571.6,22665.6
281,1,2,3,4,8580.7,4802,1015,7689,26235,35,3588,6401.66,1799.47,609.57,7800.79,9623.51,3588,0,0
282,2,3,9,2,8639.69,6872,365,16157,55128,1420,145550,45447.89,6449.62,1241.49,0,1989,5710.75,28077.38,111761.87
283,1,2,4,2,15254.19,5157,754,19050,64999,0,0,41129.71,3968.9,5045.93,13007.9,1846.56,0,0,0
284,3,5,17,2,6983.24,579,3645,16357,55810,0,0,28332.66,7855.06,7856.7,9564.68,2200.91,0,0,0
285,4,10,26,2,6171.51,1060,806,5083,17343,392,40180,14860.79,2482.21,0,0,0,22539.92,17640.08,0
286,1,2,5,3,14560.29,4572,1214,4431,15119,1327,136018,10164.44,4229.03,725.53,0,0,0,0,136018
287,3,7,21,2,8890.67,1956,2814,16183,55216,562,57605,33214.71,4176.22,17825.07,0,0,12257.7,19729.35,25617.95
288,2,4,10,2,5126.84,6774,591,16449,56124,0,0,41820.19,4994.92,1322.68,0,7986.22,0,0,0
289,3,6,18,2,9713.22,2610,1941,15173,51770,0,0,28788.2,5452.07,4047.43,6655.6,6826.7,0,0,0
290,3,6,18,2,10625.15,4276,1103,13835,47205,0,0,18459.96,3726.6,4938.23,6992.04,13088.17,0,0,0
291,3,5,17,2,8050.41,500,3618,3518,12003,0,0,3596.14,1522.38,4870.22,957.87,1056.4,0,0,0
292,1,2,3,2,7341.32,5396,645,6278,21421,894,91635,16318.01,3064.36,2038.63,0,0,11056.56,21093.96,59484.48
293,4,10,26,2,10899.67,2433,994,5531,18872,360,36900,13712.78,1681.73,3477.49,0,0,2801.73,11629.43,22468.84
294,4,10,27,2,18357.91,7885,87,22442,76572,0,0,27561.91,8403.35,0,13558.68,27048.07,0,0,0
295,2,3,7,2,14615.7,6452,527,11166,38099,890,91225,24398.43,5332.91,2116.95,6250.24,0,0,0,91225
296,1,1,1,2,5629.1,5768,566,4904,16732,0,0,13984.19,1939.18,808.63,0,0,0,0,0
297,4,10,26,4,6822.46,1430,509,1943,6630,308,31570,4756.24,1289.43,0,0,584.33,4973.12,4179.07,22417.81
298,4,10,26,2,6466.42,1217,1870,13981,47703,775,79438,35923.71,11779.17,0,0,0,21405.67,58032.33,0
299,1,2,3,4,10916,4758,907,5582,19046,247,25318,7724.64,1749.66,377.41,0,9194.29,5179.31,20138.69,0
300,1,2,5,1,17792.75,5333,781,7644,26081,0,0,11567.88,4448.32,1447.49,8617.32,0,0,0,0
301,2,4,10,3,4269.66,7913,438,13300,45380,1751,179478,28004.37,1127.47,486.02,5776.78,9985.36,0,179478,0
302,4,10,26,4,6913.02,1460,901,3518,12003,145,14863,7854.24,4148.76,0,0,0,7640.18,7222.82,0
303,3,5,15,2,7707.69,3056,1654,13975,47683,750,76875,24515.68,3272.56,11040.28,0,8854.48,0,47425.23,29449.78
304,2,4,11,2,6594.24,4561,1489,7189,24529,305,31263,15409.6,5538.13,3581.28,0,0,0,14053.94,17209.06
305,3,7,21,2,7133.12,2256,2569,7512,25631,498,51045,6908.16,3329.89,7279.74,0,8113.21,0,51045,0
306,1,2,3,2,7364.81,6644,354,6774,23113,1725,176813,19214.13,1837.71,714.7,0,1346.46,14288.39,34506.95,128017.66
307,4,10,26,2,7169.31,1132,1581,7204,24580,374,38335,18343.82,2819,3417.18,0,0,11752.09,13333.77,13249.14
308,3,5,17,4,6309.98,1223,2725,7476,25508,0,0,10680.1,2517,3048.51,6299.2,2963.19,0,0,0
309,4,9,24,2,9169.97,1010,4276,34466,117598,503,51558,48623.51,7961.36,57508.93,0,3504.19,11207.32,29908.08,10442.6
310,3,5,14,3,10329.37,4092,1531,6260,21359,504,51660,12272.34,3372.93,4412.77,0,1300.97,7363.25,13625.95,30670.81
311,1,2,4,2,12550.17,5792,644,8894,30346,1557,159593,22364.69,5877.64,2103.67,0,0,8675.07,42104.42,108813.52
312,3,6,18,1,34308.86,3353,1592,14973,51088,0,0,20756.71,5786.11,4696.27,8040.31,11808.6,0,0,0
313,2,3,7,2,17888.36,6397,525,15158,51719,796,81590,44711.94,3963.16,3043.9,0,0,0,23306.68,58283.32
314,3,7,21,2,7535.95,2323,2485,16420,56025,593,60783,29462.75,2894.16,23668.1,0,0,0,24413.22,36369.78
315,4,10,27,2,8236.3,5162,313,14481,49409,0,0,21957.89,3331.97,0,11085.93,13033.21,0,0,0
316,2,3,8,1,19109.5,7449,266,701,2392,0,0,1175.45,256.95,10.95,948.65,0,0,0,0
317,3,5,17,2,8646.42,1447,2733,13258,45236,0,0,11959.64,4819.15,11318.58,8126.6,9012.03,0,0,0
318,2,3,8,2,12046.39,6763,380,9905,33796,1076,110290,27028.04,5717.56,1050.39,0,0,18093.08,31035.34,61161.58
319,3,7,21,3,5868.89,2060,2819,8622,29418,401,41103,17002.3,2293.06,10122.64,0,0,6638.09,14022.43,20442.48
320,3,5,17,2,8050.4,1055,2888,16065,54814,0,0,25471.76,3381.77,12588.67,6016.97,7354.83,0,0,0
321,4,10,26,2,8802.19,829,1752,7517,25648,630,64575,18714.14,6933.86,0,0,0,6034.73,31939.92,26600.34
322,1,1,2,2,5334.31,6894,377,7029,23983,1033,105883,20994.62,2514.22,474.16,0,0,0,29155.92,76727.08
323,4,10,26,2,6589.14,1534,1914,9427,32165,308,31570,21090.19,2319.33,3439.21,0,5316.27,11274.19,20295.81,0
324,3,5,16,2,11465.62,3467,1584,26081,88988,0,0,52747.7,2828.92,10044.65,12521.84,10844.89,0,0,0
325,3,7,21,5,8378.15,1283,3416,13470,45960,277,28393,23978.42,4044.28,17937.3,0,0,0,17220.72,11172.28
326,3,6,19,5,14774.72,4290,1207,4067,13877,324,33210,6724.23,3063,4089.78,0,0,0,2255.59,30954.41
327,4,10,26,2,7562.5,786,1953,19593,66851,586,60065,51377.31,6975.66,8498.04,0,0,0,32457.89,27607.11
328,3,6,19,1,14581.35,3987,1193,20071,68482,0,0,27538.33,3587.55,4591.34,22623.8,10141.03,0,0,0
329,2,4,10,1,7088.75,6003,715,9814,33485,692,70930,27674.35,2674.78,3135.88,0,0,10697.06,20652.7,39580.24
330,3,7,20,3,12347.56,1120,3357,17629,60150,95,9738,21026.8,7663.25,13865.77,0,17594.18,2133.08,7604.92,0
331,3,7,21,5,6932.01,2116,2730,14505,49491,0,0,12957.33,3941.44,12489.28,10376.8,9726.16,0,0,0
332,2,4,12,3,3197.03,4245,1510,6777,23123,507,51968,12189.76,3736.57,5724.59,0,1472.09,3819.89,10759.14,37388.97
333,1,2,3,5,8991.67,4839,1000,1887,6438,95,9738,2008.22,4429.78,0,0,0,3102.13,6635.87,0
334,3,7,21,2,7489.17,568,3962,15571,53128,0,0,19394.94,4790.82,20370.27,5353.59,3218.39,0,0,0
335,3,5,17,2,6552.24,583,3636,22567,76999,0,0,32335.6,5743.27,23593.97,10951.6,4374.57,0,0,0
336,2,4,12,5,3666.24,5496,888,6161,21021,0,0,7446.44,1931.14,549.16,3751.84,7342.41,0,0,0
337,3,5,14,2,12661.58,5338,809,25811,88067,0,0,47116.77,4711.65,2379.79,13978.85,19879.94,0,0,0
338,3,6,18,2,8885.09,3938,1474,19344,66002,0,0,37316.91,3600.26,9094.56,7309.6,8680.68,0,0,0
339,4,10,26,2,7169.31,1725,1460,3237,11045,256,26240,8603.14,1943.82,498.05,0,0,8690.23,7769.21,9780.57
340,3,5,17,2,6267.95,488,3819,9621,32827,0,0,16409.08,1908.47,8659.52,4175.8,1674.13,0,0,0
341,2,4,10,4,11324.48,8325,145,3028,10332,599,61398,8375.7,1956.3,0,0,0,2030.99,12064.39,47302.61
342,4,10,26,4,6822.46,1164,1170,1844,6292,171,17528,4845.98,1446.02,0,0,0,4141.26,5220.05,8166.69
343,3,6,18,3,8229.3,4220,1122,10965,37413,0,0,12703.7,5441.51,3628.43,5478.37,10161,0,0,0
344,2,3,6,4,20518.26,6059,738,5751,19622,737,75543,15677.67,2808.15,1136.18,0,0,11111.73,20861.95,43569.32
345,3,5,14,2,13336.63,4956,753,13549,46229,2524,258710,31368.71,5354.93,9505.36,0,0,19889.98,45051.39,193768.63
346,4,10,26,2,8244.45,2321,610,6075,20728,489,50123,17607.56,3120.15,0,0,0,3758.13,19130.22,27234.66
347,4,10,27,2,9263.27,5032,267,11538,39368,289,29623,22729.4,5093.54,902.83,0,10642.23,0,29623,0
348,1,2,4,3,11211.02,4916,913,15459,52746,0,0,23230.33,3845.97,1186.54,14626.13,9857.03,0,0,0
349,3,5,13,2,10310.21,4297,1320,4117,14047,0,0,9425.24,3024.82,0,0,1596.94,0,0,0
350,1,2,3,2,7925.49,7222,264,10508,35853,0,0,13749.14,2279.44,0,7329.43,12494.99,0,0,0
351,4,9,25,5,15440.36,1895,3778,2631,8977,202,20705,4132.17,964.2,3880.63,0,0,3594.77,7468.92,9641.31
352,3,5,17,2,6004.19,212,4258,26688,91059,0,0,29130.67,4966.46,46894.45,7944.67,2122.75,0,0,0
353,2,3,6,2,16137.47,5984,757,8044,27446,1257,128843,18700.02,7074.13,0,0,1671.85,23199.59,33376.93,72266.49
354,2,4,10,2,4751.97,7173,454,11271,38457,738,75645,22457.35,8848.24,3177.65,0,3973.77,5264.87,20068.79,50311.35
355,2,3,7,2,17230.63,6318,583,7003,23894,871,89278,19174.58,3064.95,1654.47,0,0,10534.07,19583.2,59160.73
356,3,5,17,2,5878.4,1090,3149,22121,75477,0,0,32329.6,5964.1,22928.57,8944.35,5310.38,0,0,0
357,2,4,12,5,3514.9,4477,1146,12862,43885,0,0,19358.98,1708.71,3500.93,8454.39,10861.99,0,0,0
358,2,3,7,2,32289.61,4415,1262,24563,83809,450,46125,59551.47,6351.55,6117.32,7718.14,4070.71,13063.89,0,33061.11
359,1,2,3,3,4786.03,4852,878,6139,20946,838,85895,11631.98,3177.35,6136.68,0,0,9005.35,17981.37,58908.28
360,1,2,4,2,12550.17,4942,820,8046,27453,1938,198645,19483.96,7190.1,778.94,0,0,32065.15,58243.12,108336.73
361,2,3,6,2,24713.87,5369,871,8234,28094,549,56273,13017.26,11196.41,3880.33,0,0,3295.98,22187.78,30789.25
362,1,1,2,2,7620.19,6071,615,4522,15429,0,0,7878.14,4624.8,2926.07,0,0,0,0,0
363,1,1,2,4,4811.74,5839,617,3579,12212,364,37310,7729.61,2426.61,335.52,0,1720.26,3702.47,5600.35,28007.18
364,1,1,2,2,3958.32,6872,343,22822,77869,0,0,46940.61,2931.95,1482.43,13987.67,12526.34,0,0,0
365,2,4,12,2,2913.74,4714,1148,20791,70939,846,86715,48741.59,7937.53,11906.39,0,2353.48,0,33142.2,53572.8
366,4,10,26,2,7477.88,866,1764,4942,16862,338,34645,10746.15,3066.74,3049.41,0,0,13196.33,21448.67,0
367,4,10,27,2,9263.27,5070,255,13453,45902,25,2563,20643.93,2594.78,160.33,11106.02,11396.95,2563,0,0
368,3,5,17,2,6297.04,2004,2234,27328,93243,0,0,45826.11,8565.38,17646.02,14384.94,6820.55,0,0,0
369,4,10,26,2,7093.98,916,3313,51043,174159,530,54325,62907.18,11726.15,87436.81,12088.87,0,23127.64,0,31197.36
370,2,4,12,2,3409.68,5274,904,12871,43916,0,0,27653.68,3116.13,8728.23,0,4417.96,0,0,0
371,4,10,26,2,6589.14,1342,2008,9362,31943,771,79028,20698.83,1088.06,6235.48,0,3920.63,36267.45,42760.55,0
372,3,7,20,5,15213.44,3687,1713,8216,28033,0,0,12725.48,2245.17,0,5856.05,7206.31,0,0,0
373,1,1,2,2,3991.1,6684,323,14577,49737,0,0,31077.36,5770.7,0,12888.94,0,0,0,0
374,2,4,12,2,4451.91,4528,1130,5402,18432,0,0,13487.61,3271.06,1673.33,0,0,0,0,0
375,2,4,10,2,4697.21,7504,669,13830,47188,1237,126793,36200.14,5016.22,3323.32,0,2648.33,14115.87,22899.36,89777.77
376,2,4,10,2,5756.09,9295,154,17055,58192,0,0,37145.35,4289.64,885.38,15871.63,0,0,0,0
377,3,7,21,4,6136.08,805,4729,10626,36256,0,0,10969.68,2404.07,11421.4,7776.4,3684.46,0,0,0
378,2,3,9,2,7960.93,8121,329,14242,48593,853,87433,28589.85,4360.27,0,10042.1,5601.07,0,0,87433
379,1,2,3,4,8370.11,4750,1006,24977,85222,0,0,25712.48,3078.21,4203.01,35204.93,17023.38,0,0,0
380,3,7,21,2,8542.97,1529,3333,19179,65439,350,35875,44670.37,5313.34,15455.3,0,0,0,15943.91,19931.1
381,4,10,26,2,8280.15,3704,1017,9433,32185,0,0,20046.43,3377.72,4085.36,4675.48,0,0,0,0
382,2,4,11,3,4109.17,5194,1064,5960,20336,381,39053,14692.34,4958.3,685.36,0,0,0,10818.74,28234.26
383,1,1,1,2,5629.1,6482,436,5354,18268,11,1127,15312.36,2955.64,0,0,0,1127.5,0,0
384,4,10,26,2,7703.43,2856,97,4974,16972,543,55657,12923.51,2837.47,0,0,1210.73,6872.33,14517.26,34267.91
385,2,4,12,2,2778.26,4945,1019,4210,14365,857,87843,11430.55,1463.95,1470.51,0,0,4084.98,20794.01,62964.01
386,4,10,27,2,9131.57,6098,719,9581,32690,766,78515,20964.27,2293.93,0,6796.81,2634.99,0,0,78515
387,3,5,17,2,6996.13,292,4181,12483,42592,0,0,17356.24,2678.64,14796.9,7760.22,0,0,0,0
388,4,10,26,2,7169.31,875,1360,4247,14491,492,50430,11834.2,2656.8,0,0,0,11022.44,22346.01,17061.55
389,3,5,16,1,22653.8,4175,1065,8504,29016,0,0,10254.02,1700.74,3591.17,4813.34,8656.74,0,0,0
390,2,4,10,3,4020.19,7065,626,5856,19981,1176,120540,15074.28,3888.51,1018.21,0,0,6901.93,24929.89,88708.18
391,1,2,5,2,15623.27,5507,732,7337,25034,0,0,14988.59,2801.34,3115.69,4128.39,0,0,0,0
392,3,5,15,2,5929.24,3020,1734,12302,41974,265,27163,14229.17,5213.17,8009.16,6225.82,8296.69,27163,0,0
393,2,3,8,2,13175.74,6274,544,8272,28224,872,89380,20092.24,5584.76,2547,0,0,16077.94,24479.29,48822.77
394,2,3,9,3,9383.08,8660,227,15425,52630,0,0,30572.02,6751.36,521.31,12518.62,2266.68,0,0,0
395,1,2,4,4,14390.54,5333,895,5884,20076,612,62730,11547.97,3593.54,2829.11,0,2105.38,10977.51,7906.93,43845.56
